"description"|"postion"|"posted"|"salary"|"location"|"contract"|"company"|"company_type"|"industry"
"SENIOR DATA SCIENTIST MILTON KEYNES  £50,000-£65,000 +BENEFITS THE COMPANY This organisation operates within the finance and accountancy sector, offering its customers a community as well as the chance to grow, develop and upskill. They are an innovative organisation and looking for a Senior Data Scientist to come on board and  focused on advanced analytics projects. THE ROLE As a Senior Data Scientist, you will work alongside and manage some highly experienced analysts. Some of your main responsibilities will be: Analyst customer data to provide insights on customer personalisation.Build statistical models, focusing on customer segmentation projects.Build and manage key stakeholder relationships and expectations.Share analytical results in a commercial manner, with the ability to visualise insights with impact.YOUR SKILLS AND EXPERIENCE A successful Senior Data Scientist will have: Degree level or higher in a STEM subject.Excellent interpersonal and communication skills, able to proactively network across functions and influence at all levels.Expert in a range of statistical and programming software; SQL and visualisation.Experience having built advanced models in Python or R is essential.THE BENEFITS A salary of £50,000-£65,000Comprehensive benefits package.Excellent work culture and work environment.HOW TO APPLY Please register your interest by sending your CV to Lydia via the apply link on this page. "|"Senior Data Scientist - reed.co.uk"|"2021-03-04"|"£50,000 - £65,000 per annum"|"Milton Keynes"|"Permanent, full-time"|"Harnham"|"Recruitment consultancy"|"Information Technology"
"SENIOR DATA SCIENTIST UP TO £60,000 + BENEFITS (incl. 10% bonus) LONDON This is an excellent opportunity to work in a leading customer analytics company that owns one of the most efficient Data Science and Consultancy functions. As a Senior Data Scientist, you will be working to break down and analyse clients FMCG / retail customer  data using a tech stack that is based around Python/PySpark and SQL. THE COMPANY As a Senior Data Scientist in this company, you will get to work with some massive clients within the FMCG / retail sectors using advanced modelling to understand their customer base. This is an opportunity to work amongst talented individuals across a wide  range of projects in a fast-paced environment. THE ROLE As a Senior Data Scientist, you will be working with leading retailers in the FMCG / retail sector as they aim to improve their knowledge and understanding of their customer base. You will be using advanced modelling techniques such as regression, propensity,  churn and chaid analysis using a tech stack based around Python/PySpark and SQL. You will be working on a consultancy basis, using statistical modelling to solve client's problems using your excellent problem-solving skills. As well as this, you will be using advanced technology to increase clients understanding of their customers. YOUR SKILLS AND EXPERIENCE The successful Senior Data Scientist will have the following skills and experience: Experience working with Customer Data and statistical modellingAdvanced commercial experience using SQLand PythonCommercial experience within the FMCG / Retail industry is desirableExcellent communicational skillsExperience working in a consultancy environment is desirableEducated to degree level in a STEM subject or similarTHE BENEFITS The successful Senior Data Scientist will receive a salary between £40,000 and £60,000. In addition to this, they shall receive an extensive benefits package, including your birthday off, early Friday finishes, bonus and options to negotiate on flexi-working  including a 10% bonus. HOW TO APPLY: Please register your interest by sending your CV to Dylan Butcher via the Apply link on this page. "|"Senior Data Scientist - reed.co.uk"|"2021-03-02"|"£40,000 - £60,000 per annum"|"London"|"Permanent, full-time"|"Harnham"|"Recruitment consultancy"|"Information Technology"
"Data Scientist (Investment) London Up to £80,000 Salary + Strong Bonus Data-driven Investment company are looking for a Data Scientist to join their Analytics team and help make the sales function more targeted and personalised for customers! OVERVIEW This Investment/ Asset Mgt. giant have the most data-driven and established analytics team in their market, they have pioneered the use of Data Science in their industry. They need a Data Scientist with strong communication skills to join their team and  help with consumer recommendation. Your responsibilities as a Data Scientist will include, but not be limited to, the following: Build ML models focused on customer recommendation and consumer behaviourPresent insights/ concepts to financial stakeholders effectively and communicate to a very high standardApply ML techniques to alternative data sources to identify insightful investment opportunitiesEngage with stakeholders and help influence decision making through Data Science.YOUR SKILLS AND EXPERIENCE A successful Data Scientist for this role will have the following: Msc/ BSc from a Top University1 years' Commercial experience in Data Science/ Machine Learning/ Advanced AnalyticsVery strong communication skills and experience in presenting/ reportingPreferably experience in a client facing role at a top company i.e. consulting, ad-tech, media agency etcTHE BENEFITS Competitive SalaryUp to 80% discretionary bonusHuge non-contributory pensionFlexible workingHOW TO APPLY Please register your interest by sending your CV to Luke Frost via the apply link on this page. "|"Data Scientist Investment - reed.co.uk"|"2021-03-03"|"£65,000 - £80,000 per annum"|"London"|"Permanent, full-time"|"Harnham"|"Recruitment consultancy"|"Marketing And Media"
"Senior Data Scientist  London £80,000 + Competitive Bonus + Benefits  The Company  Join a global telecoms company driving customer excellence through high impact data science techniques, across 20+ countries and over 400 million customers. This company are truly innovative in their nature, transforming the digital world! The Role  In this role you will have a customer focus, leveraging data to create best in class recommendation engines and delivering hands on coding solutions in Python and Spark. You will: Develop model production framework and unified data formats for sharing models across marketsDevelop recommendation systems using Reinforcement learningDevelop ML and AI models that will leverage automation across marketsKey Skills & Requirements  Experience developing models and algorithms for large structured/unstructured data sets in consumer-focused environmentStrong statistical modelling expertise; Deep learning, Reinforcement learning, AI, RNN, CNNStrong knowledge of big data tech; Python, GCP, SparkHOW TO APPLY  Interested? Please register your interest by submitting your CV directly by applying to this advert. "|"Senior Data Scientist - reed.co.uk"|"2021-03-12"|"£65,000 - £80,000 per annum"|"London"|"Permanent, full-time"|"Harnham"|"Recruitment consultancy"|"Marketing And Media"
"Senior Data Scientist - £65,000 - £85,000 - London - Cloud technologies, Machine LearningLynx Recruitment is working with an International Consultancy who are looking to add a Data Scientist to their new team in London. My customer is building a brand new AI Team for there biggest customer with the team consisting of 6 heads. Skills: - Experience of Leading or being a Senior within a team - Experience in applying a wide range of machine learning algorithms & libraries- Ability to develop models in popular notebook environments in preparation for production use-cases- Knowledge of statistical modelling techniques- Experience in end-to-end machine learning model development (from data collection to deployment)- Experience with Cloud technologies (pref. GCP) and Big Data ecosystems.- Strong experience in using established machine learning frameworks- Experience in developing libraries and tools for downstream users following good SDLC practises- Ability to validate the quality of the model (AUC, ROC, Accuracy….)- Unit and functional test of pipeline code If this Data Science role is of interest, please apply!  "|"Senior Data Scientist  - reed.co.uk"|"2021-02-22"|"£65,000 - £85,000 per annum"|"London"|"Permanent, full-time"|"Lynx Recruitment Ltd"|"Recruitment consultancy"|"Information Technology"
"Pricing Data Scientist London - flexible working  Up to £80,000 plus bonus  Harnham are partnered with a leading insurance company who have a fantastic Analytics and Data Science function. This highly advanced team are looking for a new Pricing Data Scientist to build pricing models and work on Data Science projects. With millions of customers globally, you'll get to work with large datasets, work alongside senior analytics leaders who are industry renowned and up skill in data science techniques and advanced analytics. Pricing Data Scientist Working in a highly advanced analytics and Data Science function and perform deep dive analytics Building pricing models to help optimise the prices of products for customersWork on a transition project to Radar/EarnixWork on customer analytics, segmentation, lifetime value and regression modellingUse SQL and R/Python daily to analyse millions of rows of data to help drive revenue Work cross-functionally with marketing, data science and finance teams to help drive analytics and insight based decisionsWork on customer acquisition and customer retention projectsYou will be a part of advanced analytics work too e.g. modelling and personalisationYou don't have to tick all of the boxes but some of the following would be relevant: You will have commercial experience in SQL and R or PythonIdeally, you will have experience in Radar or EarnixYou will ideally have commercial experience building pricing modelsYou will ideally have had exposure to customer analytics e.g. segmentation, churn, retention etcIdeally, you will have experience analysing customer, transactional and/or online data Salary and Benefits The successful candidate can expect to earn up to £80,000 Please note that our client is currently running a fully remote interview process, and able to onboard and hire remotely as well.  "|"Pricing Data Scientist - reed.co.uk"|"2021-02-20"|"£60,000 - £80,000 per annum"|"London"|"Permanent, full-time"|"Harnham"|"Recruitment consultancy"|"Marketing And Media"
"Pricing Data Scientist London, UK Up to £80,000 OVERVIEW Strong Financial Services company are hiring for a Pricing Data Scientist in their London office! You will be the focal point of Data Science/ ML within the team and report directly into the Head of Pricing. Your responsibilities will include but not be  limited to: Apply Machine Learning techniques to build predictive models for insurance pricingUse software such as Radar and Earnix for model deployment and developmentProgram ML models in Python/ R for commercial useEngage with the wider business, pricing team and centralized DS teamYOUR SKILLS AND EXPERIENCE A successful Pricing Data Scientist will have the following: Proven experience in using Machine Learning for predictive pricingStrong programming skills in Python/RMinimum of MSc in STEM subjectPreferably experience in the insurance industry, though not essentialPreferably experience working with Radar or Earnix technologies, though not essentialTHE BENEFITS Competitive SalaryBonus/ Wider BenefitsRegular DS meet-upsHOW TO APPLY Please register your interest by sending your CV to Luke Frost via the Apply Link below. "|"Pricing Data Scientist - reed.co.uk"|"2021-02-18"|"£70,000 - £80,000 per annum"|"London"|"Permanent, full-time"|"Harnham"|"Recruitment consultancy"|"Information Technology"
"We are currently looking for a Senior Data Scientist to join a leading Cell and Gene Therapy company based in the Oxfordshire area. As the Senior Data Scientist you will support Subject Matter Experts (SME) in the design of processes suitable for the manufacture  of biologics bulk drug substance for commercial and late clinical phase products, through the application of process understanding and applied science. KEY DUTIES AND RESPONSIBILITIES:Your duties as the Senior Data Scientist will be varied however the key duties and responsibilities are as follows:1. Assist subject matter experts (SME) in the technical oversight of unit operations to ensure the development of robust products, processes and analytical methods. 2. Use and develop data analysis tools to model and characterise processes in alignment with the QbD principles.3. Establish database rules for collecting, analysing and storing data. 4. Present technical analytical data clearly and concisely to business partners.ROLE REQUIREMENTS:To be successful in your application to this exciting opportunity as the Senior Data Scientist we are looking to identify the following on your profile and past history:1. Relevant degree in a Degree in Engineering, Statistics, Mathematics, or Physicals sciences (5 years higher education). PhD preferred, or an appropriate level of relevant experience.2. Proven industry experience in Experience in one or more of the following areas are a must: analysis of data sets to identify process performance issues/opportunities (e.g., MVDA), -omics, Design of Experiments.3. A working knowledge and practical experience with Experience of process validation, resolution of complex (technical, stakeholder) technical issues impacting commercial production and/or late stage process development. Assist investigation teams, taking  into account production environment constraints and clearly communicate on progress and issues. Key Words: Data , Science , Cell , Gene , R , Python , Analysis , DNA , RNA , Genomics Hyper Recruitment Solutions Ltd (HRS) is an Equal Opportunities employer who are certified by Investors in People for talent development. We therefore welcome applications for any interested parties who fulfil the role requirements for this position. HRS is  a company exclusively supporting the science and technology sectors, and is made up of a collaboration of recruitment professionals and scientists. We look forward to helping you with your next career moves."|"Senior Data Scientist - reed.co.uk"|"2021-03-10"|"£40,000 - £50,000 per annum, negotiable"|"Oxfordshire"|"Permanent, full-time"|"Hyper Recruitment Solutions Ltd"|"Recruitment consultancy"|"Engineering"
"Data Scientist (All Levels) London, UK Strong Package  OVERVIEW Market-defining Unicorn Tech Giant are building are hiring across their Data Science function in London at multiple levels! Looking for commercially strong Data Scientists to join their team! YOUR SKILLS AND EXPERIENCE A Successful Data Scientist will have the following: Strong academic background (flexible on subject)Proven commercial experience in Machine Learning/ Advanced AnalyticsExcellent communication skills and business acumenMinimum of 2 years commercial experienceTHE BENEFITS One of the best companies on the market for Data Science!Excellent personal development and career progression opportunitiesVery strong packageHOW TO APPLY Please register your interest by sending your CV to Luke Frost via the Apply Link below. "|"Data Scientist All Levels - reed.co.uk"|"2021-03-03"|"£50,000 - £120,000 per annum"|"London"|"Permanent, full-time"|"Harnham"|"Recruitment consultancy"|"Information Technology"
"SENIOR DATA SCIENTIST UP TO £70,000 + BENEFITS LONDON This is an excellent opportunity to work in a leading customer insurance brand that are leading the way with the most up-to-date tech and industry trends. As a Senior Data Scientist, you will be working on a wide range of innovative projects across the customer  space. THE COMPANY As a Senior Data Scientist in this company, you will get to apply data science techniques to solve innovative, complex and unique customer-focused business problems. This is an opportunity to work amongst talented individuals across a wide range of projects  in a fast-paced environment, whilst this company is revolutionising what is known as the 'traditional' insurance market. THE ROLE As a Senior Data Scientist, you will be solving a vast range of business problems whilst improve this companies knowledge and understanding of their customer base. You will be using advanced modelling techniques such as regression, propensity, churn and  chaid analysis using a tech stack based around SQL and Python or R (your choice). The successful candidate will be working with aggregator data, working in a consultative manor to tell a story with and deliver insight to both non-technical and technical audiences. You will be working in a consultative manor, using statistical and analytical techniques to problems using your excellent problem-solving skills. In addition, a core focus of this role will be understanding metrics such as; Lapsing customersRe-engagement/customer engagementLTVCross/up-sell propensityProduct targetingYOUR SKILLS AND EXPERIENCE The successful Senior Data Scientist will have the following skills and experience: Experience working with customer data from an analytical perspective in any industryCommercial experience at least working with models (you don't necessarily have to have made these yourself - although this would be useful)Excellent storytelling and insight skillsExcellent communicational skillsExperience delivering complex, analytically driven solutions to solve innovative solutionsEducated to degree level in a STEM subject or similarTHE BENEFITS The successful Senior Data Scientist will receive a salary between £55,000 and £70,000 including a comprehensive benefits package. HOW TO APPLY: Please register your interest by sending your CV to Dylan Butcher via the Apply link on this page. "|"Senior Data Scientist - reed.co.uk"|"2021-03-17"|"£55,000 - £70,000 per annum"|"London"|"Permanent, full-time"|"Harnham"|"Recruitment consultancy"|"Information Technology"
"DATA SCIENTIST (PRODUCT) £50,000-90,000 + BENEFITS FULLY REMOTE (must be UK based) Are you looking to work amongst talent individuals in an up-and-coming FinTech company that are highly data-driven with enormous sets of data? This is an excellent opportunity to perform advanced analytics whilst developing your skills in an up and coming  VC funded tech start-up as a Data Scientist (Product). THE COMPANY This FinTech company are heavily driven by Data and Analytics and are looking for their Data Scientist (Product) to deliver actionable and meaningful insights using advanced analytics. This company has a vast amount of data to work through and as the Data  Scientist (Product), you will be working closely with talented individuals to deliver essential insight that will allow the company to continue growing. THE ROLE As a Data Scientist (Product), you can expect to be analysing and interpreting results of both testing and optimisation experiments in a statistical and scientifically sound manor. By collaborating data engineers, you will be making sure that the right data  is collected to produce actionable, but more importantly, relevant insights to the business. In specific, you can expect to be involved in the following: Identification of opportunities to increase revenue through product optimisationAnalysis and interpretation of testing results and optimisation experiments in a statistical and scientific manor using Python/R, SQL and visualisation tools such as Looker, Tableau, etcAnalysis of customer behaviour using Data Science techniques for the purpose of generating insights and testable hypothesesIdentification, design and iterative improvement of workflows and processesYOUR SKILLS AND EXPERIENCE The successful Data Scientist (Product) will have the following skills and experience: Educated to a degree level with a significant quantitative component (e.g. math, computer science, physics or economics)Statistical background with knowledge of regressions and hypothesis testingFull proficiency using SQL, coding from scratch, commercial experience visualising data within Tableau (or similar), and commercial experience using Google Analytics (or similar)Significant experience with large-scale A/B Testing and tools such as (e.g. Optimizely, SiteSpect, VWO)Experience using Python for data science techniques, building models of attribution, LTV, clusteringSignificant experience defining and delivering insights and analysis for digital products in a B2C environmentExperience using data visualisation tools such as Power BI, Looker, TableauTHE BENEFITS The successful Data Scientist (Product) will receive a salary between £50,000 and £90,000, working in a company with an excellent culture, great pension scheme and good holiday package. HOW TO APPLY: Please register your interest by sending your CV to Dylan Butcher via the Apply link on this page. "|"Data Scientist Product - reed.co.uk"|"2021-03-13"|"£50,000 - £90,000 per annum"|"London"|"Permanent, full-time"|"Harnham"|"Recruitment consultancy"|"Information Technology"
"CK Group are recruiting for a Senior Data Scientist to join a biopharmaceutical company on a contract basis for 6 months initially. This is a fully remote position. Company:This company is a successful biopharmaceutical company that discovers, develops and commercialises innovative therapeutics in areas of unmet medical need. The company's mission is to advance the care of patients suffering from life-threatening diseases worldwide.Location: The Data Scientist position is either remote of office based, depending on candidate preference. Office working will be possible, once restrictions are lifted and their location is in Welwyn Garden City. The site in Welwyn Garden City is easily reached from  the A1/M1 and is 25 minutes by train from Kings Cross.Salary:Daily/hourly rate on offer is dependent on experience but in line with market rates.RWE Data Scientist:As a Data Scientist within the Personalized HealthCare function you will work with varied types of meaningful data -- patient-level clinical data (electronic medical records, insurance claims, patient registries, biobanks and clinical trials) supplemented with  deep patient data such as omics (e.g. genomics, proteomic), imaging, digital health, etc. To generate impactful evidence and insights on our molecules/medicines and patients, that support R&D, advance scientific and medical knowledge, and enable personalized  patient care and access. Looking at statistical analysis trends as well as executing RWE studies.Your Background:- Track record of developing and executing RWE studies.- Programming experience with R or Python.- MSc, PhD or similar qualification in a quantitative data science discipline (such as epidemiology, statistics, biostatistics, bioinformatics, health economics).- Experience using observational study design to analyse RWD (non interventional studies, electronic medical records, claims, disease registers).Apply:For more information or to apply for this RWE Data Scientist position, please contact CK Group, quoting job ref 50205.It is essential that applicants hold entitlement to work in the UK."|"RWE Data Scientist - reed.co.uk"|"2021-03-25"|"Salary negotiable"|"Welwyn Garden City"|"Contract, full-time"|"CK GROUP"|"Recruitment consultancy"|"Health And Social"
"Senior Data Scientist London, UK Up to £80,000 Salary OVERVIEW Major International Gambling company looking for a Senior Data Scientist to join their London team! You will be the first hire in the London Data Science team, building Machine Learning models to assist their sports-book and other betting platforms as well  as more common CRM type ML projects. Your responsibilities will include but not be limited to: Build Machine Learning models and help scale them up into production for their live betting platformUsing Pricing and predictive modelling techniques to effectively price a volume of different betting products for optimal returnsEngage with business stakeholders and help communicate the value and insights from Data Science projects to the wider business.Collaborate with and mentor more junior team membersYOUR SKILLS AND EXPERIENCE Minimum of BSc in STEM subjectProven commercial experience in Data Science/ Machine Learning (min. 3 years)Preferably experience in a gambling/ betting environment and building relevant modelsIdeally some exposure to production level Machine Learning and Data Engineering but not essentialTHE BENEFITS Competitive SalaryBonusHOW TO APPLY Please register your interest by sending your CV to Luke Frost via the Apply Link below. "|"Senior Data Scientist - reed.co.uk"|"2021-02-15"|"£75,000 - £80,000 per annum"|"London"|"Permanent, full-time"|"Harnham"|"Recruitment consultancy"|"Engineering"
"Product Data Scientist Data Idols are working with a well known scale-up that are looking for an experienced Product Data Scientist. This organisation have grown rapidly and after receiving various rounds of funding are scaling their product and data teams. THE ROLEThis role sits in an existing cross-functional team and this Product Data Scientist position will see you leverage user data and the most cutting edge technology to create insights that will be turned into real-world products. YOUR SKILLS AND EXPERIENCEUnderstanding user behaviour Solid experience in A/B Testing Building customer lifetime value and user segmentation models Working with the wider engineering teams. This is an outstanding opportunity for a Product Data Scientist to join an exciting company on a permeant basis. Please submit your CV for consideration and further details. SALARY:£50,000-70,000 Product Data ScientistProduct Data Scientist Data Idols are working with a well known scale-up that are looking for an experienced Product Data Scientist. This organisation have grown rapidly and after receiving various rounds of funding are scaling their product and data teams. THE ROLEThis role sits in an existing cross-functional team and this Product Data Scientist position will see you leverage user data and the most cutting edge technology to create insights that will be turned into real-world products. YOUR SKILLS AND EXPERIENCEUnderstanding user behaviour Solid experience in A/B Testing Building customer lifetime value and user segmentation models Working with the wider engineering teams. This is an outstanding opportunity for a Product Data Scientist to join an exciting company on a permeant basis. Please submit your CV for consideration and further details. SALARY:£50,000-70,000 Product Data Scientist "|"Product Data Scientist - reed.co.uk"|"2021-03-25"|"£50,000 - £70,000 per annum"|"London"|"Permanent, full-time"|"Data Idols"|"Recruitment consultancy"|"Engineering"
"Pricing Data Scientist London - flexible working  Up to £80,000 plus bonus  Harnham are partnered with a leading insurance company who have a fantastic Analytics and Data Science function. This highly advanced team are looking for a new Pricing Data Scientist to build pricing models and work on Data Science projects. With millions of customers globally, you'll get to work with large datasets, work alongside senior analytics leaders who are industry renowned and up skill in data science techniques and advanced analytics. Pricing Data Scientist Working in a highly advanced analytics and Data Science function and perform deep dive analytics Building pricing models to help optimise the prices of products for customersWork on a transition project to Radar/EarnixWork on customer analytics, segmentation, lifetime value and regression modellingUse SQL and R/Python daily to analyse millions of rows of data to help drive revenue Work cross-functionally with marketing, data science and finance teams to help drive analytics and insight based decisionsWork on customer acquisition and customer retention projectsYou will be a part of advanced analytics work too e.g. modelling and personalisationYou don't have to tick all of the boxes but some of the following would be relevant: You will have commercial experience in SQL and R or PythonIdeally, you will have experience in Radar or EarnixYou will ideally have commercial experience building pricing modelsYou will ideally have had exposure to customer analytics e.g. segmentation, churn, retention etcIdeally, you will have experience analysing customer, transactional and/or online data Salary and Benefits The successful candidate can expect to earn up to £80,000 Please note that our client is currently running a fully remote interview process, and able to onboard and hire remotely as well.  "|"Pricing Data Scientist - reed.co.uk"|"2021-03-02"|"£60,000 - £80,000 per annum"|"London"|"Permanent, full-time"|"Harnham"|"Recruitment consultancy"|"Marketing And Media"
"Principal Data Scientist Credit Decisioning Company - London  Salary up to £97,000 + £5,000 car allowance  The Company Harnham are searching for a Principal Data Scientist to work with an information services company based in London. This company has been growing massively and they are now looking for a talented individual to join the team. They have huge growth plans for  the team and it is an excellent time to come in and join the business. The Role - Data Scientist You will be: Mentoring Junior Members of the teamValidating model score and performance.Developing models to quantify the value of given data sets.Leading everything within your department from a technical perspectiveWorking with Benefit analysis Working with internal and external stakeholdersYour Skills and ExperienceYou must have: An MSc or Ph.D. in Computer ScienceExperience working on end-to-end machine learning solutionsExperience working and deploying models on Google CloudExcellent knowledge of Machine LearningExperience leading projectsA good undertsanding of:Clustering, regression, neural networks, and methods such as random forests and boosting.Salary and Benefits £97,000 + bonus + health care + pension + many more! How to Apply? Please register your interest by sending your CV via the Apply link on this page. For more information about other opportunities please reach out to Charlotte York. "|"Principal Data Scientist - reed.co.uk"|"2021-03-26"|"£97,000 - £100,000 per annum"|"London"|"Permanent, full-time"|"Harnham"|"Recruitment consultancy"|"Human Resources"
"Senior Data Scientist Data Idols are working with one of the UK's best known and recognised companies who are looking for a Senior Data Scientist. Joining a pre-established team of 14 you will be reporting to the Head of Data Science and be responsible for two direct reports. Using thousands of data points, as a Senior Data Scientist, you will be responsible for delivering data science projects to production that will shape services used by millions of people on a daily basis. THE ROLE Data is a core requirement for any data-focused company. To produce the high-quality technology they build requires robust, scalable platforms and attention to detail.As part of this there is constant innovation, research and development occurring in the business and we now require a dedicated Senior Data Scientist responsible for delivering data science projects from concept to production With a great work-life balance, fantastic benefits and interesting technical challenges this is a role not to be missed! Key Responsibilities Ensuring that we are building the best data science models by supporting the teams with the best data available.Take concepts from idea to production.Communication: you will possess an ability to communicate complex technical concepts to non-technical/business users.Problem Solving: be able to use data as a foundation to solve business problems.Analytical Thinking: an ability to break down complex problems into single and manageable components.Detail Oriented: an ability to maintain a high standard of outputs under tight deadlinesHelp to define and implement strategies to improve models though continuous improvement data processes and data loop closure and preparing data for use in ML projects.Taking inventory, understanding, and organising existing data, including availability, usage, and obtaining additional metadata as needed.Role Requirements Essential SQL coding skillsPython coding skillsExperience optimising database queries and ETL processes including performant joins and indexesGood communication skills supporting the understanding of both technical and business considerations across multiple functions of the business.Ability to understand and analyse data in order to make data-driven informed recommendations for improvements.Understanding how to evaluate and learn from large quantities of data and find the important aspects that need attention.Desirable Degree in Computer Science or related field.Knowledge and / or experience of automatic speech recognition and associated fields.SALARY:£60,000 - £75,000 + Bonus "|"Senior Data Scientist - reed.co.uk"|"2021-03-09"|"£60,000 - £75,000 per annum"|"London"|"Permanent, full-time"|"Data Idols"|"Recruitment consultancy"|"Information Technology"
"Senior Data Scientist London, UK Up to £85,000 Salary OVERVIEW Unicorn tech company (valued over £1 billion) are looking for a Senior Data Scientist to join their team! You will be the working in the supply chain team, using ML to innovate and optimize their processes and reduce waste. Your responsibilities will include  but not be limited to: Build Machine Learning models to innovate and optimize Supply Chain processesPut Machine Learning models into production and implement them at scale for commercial useDeliver forecasting ML models to reduce wastage and consumptionMentor more junior team membersYOUR SKILLS AND EXPERIENCE A successful Principal Data Scientist will have the following: Minimum of MSc in STEM subject OR Operational/ Supply Chain optimizationMinimum of 2 years commercial experience in Machine LearningProven experience in using Machine Learning for forecastingTHE BENEFITS Competitive SalaryBonusWider Benefits PackageHOW TO APPLY Please register your interest by sending your CV to Luke Frost via the Apply Link below. "|"Senior Data Scientist - reed.co.uk"|"2021-03-17"|"£70,000 - £85,000 per annum"|"London"|"Permanent, full-time"|"Harnham"|"Recruitment consultancy"|"Engineering"
"SENIOR DATA SCIENTIST LONDON £50,000-£70,000 +BONUS +BENEFITS THE COMPANY Work with a leading organisation in the hospitality industry on data driven/ consumer and product focused projects.The role will allow you to grow and develop your skills whilst gaining exposure to a variety of teams and stakeholders within the business. THE ROLE As a Senior Data Scientist, you will be taking a customer-centric approach. Some of your main responsibilities will be: Analyst customer data to provide insights on customer personalisation.Build statistical models, focusing on customer segmentation projects.Looking at current customer rewards programs.Build and manage key stakeholder relationships and expectations.YOUR SKILLS AND EXPERIENCE A successful Senior Data Scientist will have: Very articulate and able to communicate with internal and external stakeholders at all levels.Strong skills in SQL.Proficient in at least one analytic tool/language (Python, R).Excellent project management skills in a deadline driven environment.THE BENEFITS A salary of £50,000-£70,000.Comprehensive bonus and benefits package.A great work environment.HOW TO APPLY Please register your interest by sending your CV to Lydia via the apply link on this page. "|"Senior Data Scientist - reed.co.uk"|"2021-02-14"|"£50,000 - £70,000 per annum"|"London"|"Permanent, full-time"|"Harnham"|"Recruitment consultancy"|"Marketing And Media"
"Junior Data Scientist SALARY -                    £25k - £35k plus excellent benefits LOCATION -               Remote, then Central London TEAM Having built most of the existing Marketing Sciences function, we can vouch for the exceptional quality of talent this marketing agency has managed to attract; not just because of the complexity of data science projects on offer, but also because of the  vision of their Marketing Sciences Director. He is extremely energetic and passionate about training and development, and has built a strong culture of collaboration and innovation off the back of this. Every person we’ve placed into the team in the last 2  years, LOVES their job and more importantly, LOVES their team! The work life balance is excellent and there is an adult working environment where you are trusted to deliver and given the freedom to manage your own time. ROLE In this role you will apply your advanced analytical skills across a variety of cutting edge data science projects including building recommendation engines, NLP, machine learning, AI and computer vision, using both supervised and unsupervised machine learning  methods. You will face into (often) global brands to deliver to data science solutions and productionise models, helping the clients better understand their customers and influence their behaviour though advanced analytical techniques. We want Hackers, Data Scientists who can add value through bleeding edge techniques and methodologies, all whilst applying an acute commercial and strategic lens. I’m afraid to say experience with predictive modelling and segmentation builds is not enough  here, we need people who have something a little different about their background. You will possibly have a data engineering edge to your experience, will be highly proficient in cloud based technologies, maybe you’ve used some special analytical techniques  such as gravity modelling or catchment analysis, perhaps even worked with geospatial data?  Advanced programming skills in Python are required, as well as an all-round problem solving approach. WHATS IN IT FOR ME?Exceptionally high level of talent – so peer learning is a reality, you will be inspired by your team, not just senior leaders. Although they are pretty awesome too and lead from the front with clear vision, strategy and commitment to genuinely disrupting what  a long standing approach to analytics from marketing agencies alike. Their approach to date has generated incredible clients and a thirst for more and more advanced data science projects – so the best is yet to come and you could be part of that journey. With  their rapid growth, there is huge opportunity for promotion and growth into management, whilst also being able to apply your creativity in solution and product design. Skills and experience required: Educated to degree level in a numerate subject; Mathematics, Statistics, Engineering, Physics, Chemistry, Economics, Machine Learning, Computer Science etc.Some commercial experience in data science; (possibly) data engineering, (definitely) machine learning and AI, ideally within a marketing environmentStrong communication skills and desire to work in a fast paced, client facing, agency environmentStrong programming experience with either Python AND SQL as a minimumAn interest in working with client stakeholders to identify and deliver to project briefs, although support will be provided initiallyTO APPLYFor further information or to apply please contact:Kate McDermott  - Managing Consultant @ Blue Pelican Marketing Share through your CV to   Text me on  Share through your LI profile if you’re non-active and simply curious You don’t have to have a CV to find a new job! We’re always keen to talk to good data experts.For more vacancies which may suit your needs, please visit us at www.bluepelican.com "|"Junior Data Scientist - reed.co.uk"|"2021-02-23"|"£25,000 - £55,000 per annum"|"Southwark"|"Permanent, full-time"|"Blue Pelican"|"Recruitment consultancy"|"Information Technology"
